,RawScore,ScoreAfterProp
SLC38A4,0.0139989111807026,0.007634796955606329
FMO1,0.014611110105765,0.006731410442052605
BDP1,0.0315588980344427,0.01534295223113405
FAM171A1,0.0247454936272425,0.009115910302495313
BPIFB2,0.0168550017817199,0.008704059649726334
HGF,0.0375897115776373,0.0281377777204971
SRM,0.0032658369733308,0.0028432990361242703
ABCF3,0.0142212024965371,0.013864403420165296
HELZ,0.0307532276223076,0.021494918689833907
PPFIA2,0.0437000843487455,0.028546960449791742
PPFIBP1,0.0157263774259838,0.011103105797246032
KLHL41,0.0111728737634795,0.010304575005122982
SERINC3,0.0118929263187566,0.004895253003229279
MTMR1,0.0122504523506146,0.011418110706265076
PTH2R,0.0206407040322984,0.012464531710812611
LRRC43,0.0135614904079673,0.014096418354503003
COQ6,0.006249398963581,0.011764007048203115
YY2,0.0108902347148209,0.011843753625154855
SIRT4,0.0034780603668645,0.011009072858083002
GIN1,0.0092947370407954,0.0032403890480949323
ASPM,0.0668911548449214,0.049042502414118304
CDH16,0.0207378546626697,0.010175936938169945
KCNK18,0.0133472325824452,0.008800029712949534
APOB,0.1536613742719703,0.07932651887163031
MYH10,0.0321260390723157,0.05045072689752706
THEMIS2,0.0073868894468785,0.002741834601750015
HSP90B1,0.0094915078733781,0.05218476814336482
F13B,0.0302592963371789,0.011626058799575966
KIAA1614,0.017253939175494,0.02628117344975728
PIGN,0.011245042349405,0.005959167304521656
COL6A2,0.0321068593926127,0.022698976618740072
NUFIP2,0.0083760260316838,0.009002051937316218
PDE9A,0.0135121117298172,0.0100168782314197
SOS2,0.0202660297107862,0.02515907249748013
GRIK2,0.0420474224010771,0.02658645805160155
KCNH5,0.0451520759953832,0.020855751118551574
MSH6,0.0207620551616519,0.020935747954587566
SLCO1A2,0.0205219653122905,0.011457511579015745
USP54,0.0230401433483714,0.00932662095015417
NMT1,0.0068658746180338,0.01272534153602718
IL10RB,0.0089941113556486,0.006706665173937629
SUPT5H,0.0242482987987223,0.03477502985386924
KNTC1,0.0293070869938679,0.014937046395729738
NIN,0.0338130174416614,0.014096317886898715
SET,0.0026358590523402,0.016623382919878974
CHST15,0.010210114389313,0.0073997414426371436
CDH2,0.0299438128070663,0.04037250130234324
PCED1A,0.0077012523481256,0.002532946729482691
CLEC4D,0.0107737493587378,0.006315174102992286
H2AFY2,0.0065307402841771,0.014506084410096248
BNC2,0.0271597098301948,0.011492106937510013
MED13,0.0314379787211036,0.019762022164546963
FAXC,0.0057321635519654,0.002903569428410628
MRS2,0.0064024555737142,0.004981234071309659
CASC3,0.0080866556548478,0.013354353433672042
ATP2A3,0.0153098004958956,0.02047534641222222
CYBB,0.0134580795627611,0.024549319263478045
EDN1,0.0059669776808842,0.009015649766756083
RAB6A,0.0024389134163205,0.022609036097837387
IRAK4,0.0082866981780187,0.01928118907899652
PIKFYVE,0.036377685662976,0.018464720673567903
ZNF7,0.0085850882322282,0.0033727071081906725
ANKRD30A,0.0561813220661371,0.019940670620628115
TEX15,0.0556159284065815,0.01909518093741712
KBTBD3,0.0109772977476421,0.0038770626712982268
CHPF2,0.0092964014200624,0.006935407888176311
GGCT,0.0043958355521807,0.005944640478953649
LEKR1,0.0080842126127093,0.010446974088615366
PTPRN,0.0246796934552424,0.015316271852457099
ZP1,0.0118901946034342,0.00760913580282988
GRM1,0.0583254278275001,0.03226741894965879
OR2D3,0.0113114091698783,0.009501979391762061
FAM83G,0.0129631613102882,0.005795502013339229
ASPSCR1,0.0061127634306556,0.006613791994184147
C1orf112,0.0134426773668647,0.004883914228242094
ABCA9,0.0289605321751251,0.015088388196181676
TET1,0.037459382148078,0.01596243160651126
C9orf131,0.0147592437362126,0.0046943822429513105
DMXL1,0.0425713820608058,0.015796764938550204
OR2G6,0.030578316884538,0.015465005777621586
CD164,0.0029317996159519,0.001140661267599208
DARS,0.0072243435216,0.009356151959524987
FCRL3,0.0343285937300323,0.011433297569636867
INHBB,0.0093696010882249,0.008969822126633067
HSPH1,0.0123879505653703,0.036336384744198306
OR5T3,0.0187540979998241,0.01180546008165712
IGDCC3,0.0200246901854047,0.025314715215799654
RALGAPB,0.0252440056864524,0.00982954996022161
OCIAD2,0.0025261470926673,0.0012484073870002094
KIF21B,0.0413993750360018,0.023688744792470393
NANOS2,0.0023350361207885,0.004122301674828728
SEPT8,0.0059158815819744,0.005240020654866509
INPP4A,0.0186637675758826,0.010958051451739562
PDE6C,0.0187852852742883,0.01007814609838385
GNB1,0.0076488765449432,0.056851979163429
MSR1,0.0213321086677136,0.012973558268262722
CDH19,0.0297391073618481,0.016995535877570096
ADAD2,0.0075657711396201,0.0034956152701234575
ANGEL1,0.0123390268579857,0.005312168948412294
BLZF1,0.0085498897622858,0.005481267220533936
AKAP9,0.06606801202466,0.04156495106196421
CYTH3,0.0075899791193049,0.007887736373136249
HIST1H4G,0.004222087284874,0.01694749396151768
CLEC16A,0.0161546879474804,0.00598065564652739
SERPINB4,0.0112333745129147,0.006036135022572321
STAC2,0.0105565402419246,0.003425268715966118
FCRL5,0.0373936465032993,0.01384616481258069
CEP135,0.0190305796035751,0.016978788412845613
BCAN,0.0287949367906891,0.024294426694191535
LDLRAP1,0.0046872170995564,0.014080044676988205
LCTL,0.0128747612272112,0.005496715189071892
NRAP,0.0371600691927604,0.016870232774048477
SREBF2,0.0174933397134536,0.01673874162637992
PDE2A,0.0205685336084641,0.015014688127246784
IL31RA,0.015082235410465,0.007372164823172043
DYNC2H1,0.0606671080046322,0.02966550367203276
TGFBRAP1,0.0155193377318953,0.019891892091766977
JAKMIP3,0.018064124792649,0.005967322821084776
HOMER3,0.0054974619590481,0.008815912074734146
NUP188,0.0247478406580376,0.027925265455166208
IRF6,0.0144696771694358,0.007987638400729757
MAN2A1,0.020338961187406,0.01366877246914689
FGD6,0.02322067880155,0.009453219171260258
CAPN2,0.0114157699303422,0.013620319434446783
C16orf70,0.0056126226149255,0.005823624001660457
LTN1,0.0266437715786239,0.013997911796602942
RRM2,0.0063763162636083,0.011220510924138838
TACR3,0.0236111448627088,0.013401503967350115
ZNF180,0.0135307563746528,0.005598023699676487
NUP205,0.029334415811157,0.03090627613212415
MYBBP1A,0.0164825028167829,0.01779152575490884
C8A,0.0201719916140651,0.011166364922403933
RPN2,0.0073178924843801,0.012041047496754345
TULP4,0.0250495684423737,0.009573480369080293
ESRRG,0.0250125995759362,0.023754019777730992
TNXB,0.0483046807290022,0.01926149839417306
STAM2,0.0081941746673253,0.016408489171296167
SRMS,0.0089086613313014,0.006438075530795968
BSN,0.0655411237726788,0.027704301875380238
PCDHB2,0.0200620548162482,0.0077329250270359124
LGI4,0.0069330415568643,0.003849597326698188
DQX1,0.0092741200858927,0.015324429041712693
B4GALT5,0.0083732274304219,0.009315807530254256
SFTPC,0.0042890818437979,0.006755084151235991
MFSD2A,0.0109213449950695,0.006669241022636645
DUS1L,0.0052349801749768,0.00234139079765656
KIAA1377,0.0225098423301054,0.007860381908211807
POLR3A,0.0225834190840271,0.03227203699030063
FAM65A,0.0190204973682484,0.006294675433864619
NLRP2,0.0310077217543882,0.013643397706076437
DNER,0.0231860563133865,0.009649951779028287
TUSC3,0.0158164268090436,0.009913142006225322
UTP14A,0.011866357595485,0.01294301458304467
CDH23,0.0543873743448448,0.034414136815533077
EPX,0.0205674153841906,0.008947104607226286
NOLC1,0.0114867652006867,0.01264808339241039
JUNB,0.0050486561116673,0.01577856127445015
SLC4A7,0.0179132890167107,0.014959376648677867
PRPF6,0.0187972979670519,0.023233003711514037
CSPG4,0.0181958535047757,0.021260028066047452
ANKHD1-EIF4EBP3,0.0131074462231742,0.013259501493451415
MAP3K1,0.0452991950896267,0.035695396524558075
MAML2,0.0170063375187901,0.01414218416527128
ADAM32,0.0129758144465441,0.008233468603214299
SCAMP5,0.0068551388584577,0.0036153132851664063
ABL2,0.0248449363620575,0.02920745247345138
C1orf35,0.0032501674747077,0.004844713066563155
WDR64,0.0177210253269898,0.019016764224243095
C2CD4A,0.0013836308996192,0.0007736284461632974
ASPRV1,0.0076727238909697,0.0034812550329768985
ENTPD3,0.0072995996493693,0.008249041278723624
COL11A1,0.0981480659642385,0.042878802095879985
PPP1R36,0.0097949562832721,0.003153424814627082
POU4F3,0.0086738585224041,0.007882639658769801
RBM15B,0.0070022298075627,0.006387937457498227
PAK4,0.007376005316881,0.023510452356066847
BRSK1,0.0174435842117246,0.013301102930083838
LONRF3,0.0129131690016101,0.011121448759069735
ZNF627,0.0050289005971739,0.0031679349920153625
PNN,0.0132213398862443,0.010229880097325034
HAS1,0.0154834196508557,0.011989266868198237
PDZD9,0.0043570805306824,0.0015125942613025047
COL6A5,0.0292362394513712,0.017631259875699315
GGA1,0.0095523316210785,0.010432935207140566
PLXNB3,0.0244002962654306,0.021333591803797642
RNGTT,0.0078052116328116,0.01084117790450477
SCO2,0.0042621043225268,0.008949686980387757
LCE3E,0.0018383764852134,0.004880586721850433
POU2F1,0.0148096460131217,0.019465395712260327
CASC5,0.0228573695252944,0.010807685948023477
CEND1,0.0022763518611023,0.0012465892983689608
DNAJC14,0.0143310105842111,0.0066392680537892615
ALPI,0.0114966601547513,0.009441669537463521
BLOC1S3,0.0016496235952564,0.003184603509021291
SLX4IP,0.0062383353590681,0.004603966619740779
GLUD2,0.0131352492518412,0.009653861243252054
MORC1,0.03787060867586,0.012546065362471898
PLXNB2,0.0391074096440658,0.026670251844386206
IFI16,0.020189331367624,0.03060808782844289
LRRC16B,0.0214597616616743,0.008920955547473096
GPLD1,0.01502478582457,0.007786728308806732
GTF3C2,0.0141399205550066,0.0096335231723487
PEAR1,0.022775627054942,0.01056953842907116
TPR,0.0410529436205452,0.044060036368976874
DEPDC1B,0.0101816139190862,0.010202405851440197
VANGL2,0.0178581819170325,0.02291931401121899
SIRT2,0.0059942967841957,0.011442039090966718
TTC14,0.0197691841029139,0.006728200390210692
STX11,0.0071916193963084,0.013363204397293821
SLC39A12,0.026954237565262,0.011443948080931576
COL2A1,0.0292258225062,0.022917678872570374
UBL7,0.0067508084253767,0.0343962404621021
KIAA1210,0.039693402644842,0.014979667316359689
GPATCH1,0.013499725853879,0.009561595249127568
TNRC6C,0.0234275221746671,0.024943711872586462
ZNF75D,0.0184279159788118,0.006986805244126879
PPARA,0.0071296126123794,0.021256178324636724
ATP8B3,0.0212669948193427,0.010314153306828345
LRRK1,0.0331753803269673,0.0403207829724701
CLEC11A,0.0065183601900186,0.0050008471722141285
LAMC3,0.0370014960598614,0.02653836258551434
UGT2B10,0.0135865768453318,0.010354204449243152
OR8K3,0.0216442128544626,0.012699938396060484
DDX20,0.0125205104244315,0.023744606642427706
HOOK1,0.0134453715339448,0.0076454989682771465
OR5B2,0.0142567439110902,0.010546589527085105
RBPMS2,0.0019965224025572,0.003928270492672817
ZNF707,0.0047706774596056,0.006330910079720476
CRIPAK,0.0104365616185787,0.0033192376205497896
FSTL4,0.0145033474538421,0.0050301009968578315
SLC25A27,0.0050851082198578,0.003998053558741166
MAGEE1,0.0255071443958258,0.009885810991776937
LRRTM4,0.0337380859835689,0.01971760744214305
IL17REL,0.0056577395222307,0.0018349775578451514
KCNN1,0.0135820620941378,0.006972732109816004
MKNK1,0.0065089496124905,0.005788736218656764
OTUD7B,0.0136800441398521,0.010286851586569418
GRK5,0.010980186009611,0.017029091309425377
NHLRC1,0.0094196777185235,0.007350701260732722
SLC9A3R1,0.0041982217088458,0.01936979128250769
MED12,0.0545255470303173,0.027679683842242068
RB1CC1,0.02450131063361,0.015222502050836577
FAM78A,0.0074492837719201,0.0025661058331575945
ASPH,0.0127447517931074,0.014271048642922193
GRTP1,0.0055109141493534,0.008603517764143864
RBFOX1,0.0299015881951013,0.01545593112583461
SCNN1A,0.0129633477661147,0.014621880707235859
B4GALT4,0.0059655727911154,0.007282338403762883
LMOD1,0.0131312596931659,0.007638508428334063
TFDP3,0.0112179593487627,0.007934756764404714
WASF1,0.0087874632793636,0.018860983304632206
HK3,0.023625957668162,0.013638701080459077
SPAM1,0.0262917717385577,0.010534912404606791
SLC24A2,0.016804437152672,0.00836004835876554
MYOCD,0.0395858545642515,0.01631532781499526
RAB11FIP5,0.0154044929075545,0.00881080422325876
TSPYL1,0.0059099627467745,0.0068741696027615155
RASGRF1,0.0313433628027379,0.023742531953515767
NR1I3,0.0057039109306928,0.007293947275851051
TEKT3,0.0113611513691127,0.004058122782962225
MPDZ,0.0332930173127337,0.024493877500058457
IL2RB,0.0125993825938761,0.010276506666266816
ASPHD2,0.0089470640272278,0.0035686355234402804
VPS13B,0.0786699292311677,0.029952640064581853
ZKSCAN4,0.0087106626101654,0.006976268089511201
USP44,0.0111917658683241,0.010879736823228549
GABRA2,0.0285686233120118,0.016539161958220687
CANT1,0.0095384340224965,0.009498967161291002
ZBTB38,0.0191360443854154,0.012321729190619463
NKX2-4,0.0035261128552138,0.005182365666087854
RGL4,0.0103256394849565,0.004265806369399978
MTMR8,0.0238077009098569,0.011918130141092987
CNGA2,0.0269274903713434,0.019904056904246688
ZBTB33,0.0125566880231906,0.007975828747036196
NSMCE2,0.0029141446080292,0.011524976542482815
CDKL5,0.0187638438443124,0.007356269210330472
SEC61B,0.0009468202495534,0.01375063310462524
RPRD1A,0.0042907663378966,0.008698160167384566
IL3RA,0.0109039546848724,0.008025347922469441
DCP1A,0.0033021599613103,0.015452132632375165
RAD54L2,0.0153311988802326,0.01567751562333717
MDH1B,0.0149944511576628,0.007449619512313185
DCC,0.0731747659719986,0.04283224954395315
KCNA4,0.032318099087596,0.02361569697482871
ITLN2,0.0051772577991695,0.001952802420230061
TAF1,0.0294510278101928,0.03027991120903671
FCN3,0.003426376304628,0.0050110465740057265
IFT140,0.0277481358063548,0.01603090327029939
PPID,0.0026658573531036,0.011486790143309274
MAP3K10,0.0132072577068562,0.00976689487541651
IGHMBP2,0.0201267136674892,0.013363247263693742
PNMAL2,0.0095005040755395,0.013890335196830585
SYNC,0.0047593696123759,0.004017362696028584
HK2,0.0117500288342097,0.012267787561135685
SLC25A3,0.0053686323315028,0.014332167812204104
TNK2,0.0158366337725371,0.01980547848493054
INPPL1,0.0240243757970125,0.025062637716711356
ZNF2,0.0055691619624681,0.005348630655635235
BMP3,0.0146479241581763,0.009957847606634214
SLC6A16,0.0156002670724964,0.005249504008163532
LGALS9,0.0038594897996051,0.01169965555501845
ZBTB2,0.0057049115713592,0.004073953610287543
IFT81,0.0088243821520608,0.00883393847892924
ZBED4,0.020337779144962,0.007997608260369602
NEK10,0.0232035307827616,0.009358387265044166
AKR1B1,0.0072129835138722,0.015923164174341916
POLR2A,0.0260178149115565,0.06967727578921973
ATP1B2,0.0047696470661409,0.014978582690875479
DNAH8,0.1067005337532372,0.0410099602465975
TMIE,0.0028255969782636,0.005656907384686855
WDR53,0.0083976843609199,0.0033337826147616855
LY6K,0.0032487059397572,0.003758835207559782
MOB4,0.0035628991046644,0.006247631049610865
HRH2,0.0134622545054401,0.009070375638964748
HIST1H4L,0.0047909878514058,0.020943236982576028
POSTN,0.0294585546969087,0.012270667367890165
CC2D2B,0.0050421342205452,0.0019817461005134152
NDUFAF5,0.0056202514539869,0.006460593772692536
KCNB1,0.0292154223534886,0.024766496789543894
ZNF700,0.0144733520690403,0.005761473804510114
ASB6,0.0055374077996135,0.008924102846436098
ARHGAP31,0.0329203782382781,0.01412538953321411
LAPTM5,0.0066380491902747,0.003811827743995565
TCEB3B,0.0214464984589748,0.014018463313887734
ZNF614,0.0105862267215048,0.004638404937467977
SRRT,0.0208109456644856,0.014477535759749456
HS6ST2,0.0096018013990806,0.005948588007451369
SLC35C1,0.0045110621851925,0.00676123831522861
TRAPPC12,0.0121061893981651,0.008035145968112771
CA4,0.0060829566265309,0.0063441679481553645
MFAP3,0.0044657249091529,0.005745342408439673
ZNF470,0.0164467085234528,0.006404962918874538
ZBTB40,0.0166442125140949,0.005807210892245994
ZNF548,0.0107989983933306,0.004622966201182831
CADPS2,0.0237120827977546,0.009540571709029971
ERBB4,0.0648334492345617,0.05188431154258724
MLLT4,0.0293713163274389,0.022669720924641076
ALOX5,0.0144148894119541,0.020971257480904705
TUBGCP3,0.0126257767965068,0.012980404374503741
PLCG1,0.0211942326110023,0.05524886194896375
PCDHGA1,0.0278395527158487,0.010148021495482664
KCNC3,0.0078958180874871,0.014212782632996482
CUL3,0.0214006347726445,0.06167155163905985
SAMD9L,0.0404293446893802,0.013014862921353874
NR1D1,0.0072571743177475,0.011696670740150957
OR2J2,0.0117069702065901,0.009624403858316997
ANKRD27,0.0177801074319139,0.01118166495578295
TOB1,0.005202631565923,0.004650639783370686
C1R,0.0098038673243515,0.007678784870639209
CPXM1,0.0194311416491924,0.006951248956492566
MIS18BP1,0.0153351182352395,0.00886661758107126
FLOT1,0.0058327088785233,0.015385162285282531
SLCO1B1,0.0285291553801016,0.01611124464600063
WNT6,0.0044739530111575,0.006919674544325832
DGCR8,0.0125471205110455,0.011521145637580936
SRC,0.0093182097842323,0.11399259973336968
PKLR,0.0143481458912993,0.018775851180336364
SYCP2,0.025684994867407,0.012236535417487267
YTHDF1,0.0130607797728083,0.013552781665862993
EMC7,0.0037623300759928,0.0036458501931395295
ACTG2,0.009894451049604,0.042334728041780095
OR13C2,0.0031867072998933,0.006987418552759336
KIAA2026,0.0263230756097205,0.01048056985396522
RICTOR,0.0264797665173645,0.022452714413739437
IL1RL1,0.0157248151843644,0.009168697518360924
BAZ1B,0.0224612999723124,0.027191699827174103
DIO2,0.010952660200233,0.006539223129333314
BCL9,0.0287972846919481,0.012892668405770224
HACD3,0.0025953007518793,0.0023998034843646376
ZNF330,0.0057294988291594,0.004054342606076155
CELF2,0.0106201277443803,0.009378403320152578
TTC39A,0.0070427271080482,0.0023988151528300207
KCP,0.0015787873800627,0.00232608207047844
CTNND1,0.0201777803236757,0.030587618140090752
SREBF1,0.0135676001676656,0.01825071014676654
TYMS,0.0041258122230331,0.006136154976105506
PYHIN1,0.0243657420069782,0.028288106277775022
SPSB4,0.0031691443758598,0.00468409980609263
LILRA2,0.0168477018290646,0.007034622819334349
PAX5,0.0118382612287237,0.01342392693741867
OVGP1,0.013802225747003,0.010148259019778625
PSG9,0.0095107336313632,0.006076609423866029
COL5A1,0.0652607374074876,0.03523048471391496
ARPC4,0.0006699646659157,0.014908083590650127
SFMBT2,0.0345422824585096,0.012863709863727361
DUSP1,0.0040396152261332,0.007850943340145288
THBS1,0.0257011520993281,0.029281287002817014
EXOC1,0.014635148661706,0.017553401063622128
SEC16A,0.0280594962029665,0.02228071312733741
TPTE,0.0336585170999371,0.018129239679935044
APCDD1,0.0105496086143222,0.0036495606389690995
AMFR,0.0088049200595572,0.014162287623300103
WBSCR22,0.0047428965670507,0.005557828831264431
CDKN2AIP,0.0081827261554759,0.004439881755007152
GATAD2A,0.0099819822966562,0.015801086914667476
COL19A1,0.0497941177871238,0.024168160107598625
DPCR1,0.0037466406926534,0.006192255291107143
ZNF713,0.00966072782642,0.004270270241716962
DLST,0.0065988412513754,0.015650781717344697
TOP2B,0.0142205080307785,0.022029902854236234
ABLIM2,0.0114667152136348,0.010502014161900193
COPZ1,0.0040777208481369,0.010725278120483503
PRKG2,0.0178288391698736,0.01635451633635885
CDKN3,0.0019281027548252,0.008916329711403695
MAP3K4,0.0313681519438411,0.014038145038775185
MTM1,0.014360405027744,0.012626549449706086
C2orf71,0.0325133176836185,0.011345552093665497
CTBS,0.0040838879202318,0.0039239039821942255
NOD2,0.0205186403488463,0.02436044328101128
PITRM1,0.0104725282589252,0.008304249737614977
UST,0.0087051770530354,0.005626531937051137
PDE1A,0.0162484027904741,0.015669047792475042
RASSF8,0.0069227103092015,0.005574620098347817
RUNDC3A,0.0033867155525906,0.003303915960446338
NFATC2,0.025007384214041,0.01654911836944145
CRTAC1,0.0220017192223218,0.007235249067588431
SHH,0.0076526125123376,0.02147142715094389
MYBPC2,0.0212794568802664,0.010589967440446237
SLC6A8,0.005246085581027,0.004110438495724953
SLC27A4,0.0115598950688795,0.01041880720480713
TBC1D25,0.0128800540305588,0.008190340527514467
CBLN4,0.0104361062981281,0.0047008512865325605
HORMAD1,0.008554622479804,0.006121490337011319
RASA2,0.0130540648961668,0.008298332914965316
DISC1,0.0137778342364268,0.030196929045421532
FREM1,0.0440883396657487,0.01788415381255776
CDH9,0.0639488868535289,0.029555469554704478
CALD1,0.016349753226771,0.009402634386071404
EGFL6,0.0127172754055677,0.0057244245474364725
EIF4A1,0.0058332886314985,0.027782809576270648
FAM188B,0.0133606083599438,0.007779133111228152
OGFRL1,0.0074920841985502,0.0023600838949668244
BARD1,0.0144735127221157,0.028201015835659798
SLC8A1,0.0508386524519904,0.027151197061032365
FBXO34,0.0092198412658606,0.00394968717867315
MSLNL,0.0185372843731909,0.006858659426522108
HNRNPF,0.008951183648474,0.01881709426851812
ZNF549,0.0103352126067742,0.0046517102373747135
CHRDL1,0.0148904110559925,0.008204346231620623
OR7A5,0.0084042837713276,0.008602236386019098
CHD4,0.047117231635137,0.06923803644698324
LINGO1,0.013729543060311,0.013749081187770547
FOXN4,0.0082407927981258,0.004346099005036047
SMC5,0.0153416966514988,0.019600151624338324
PGLYRP4,0.0113356038738768,0.005019944996698021
NXPE4,0.0163550895167325,0.009390333467325679
SLC5A4,0.0174859811843441,0.007520177626944024
PRKDC,0.060622668036256,0.05674310091038065
ARHGAP25,0.019682819459725,0.009077535779958226
KSR2,0.0367624553322376,0.02837792542303276
SEMA3C,0.0188474923153343,0.008797797651099833
ATG7,0.0128112126381844,0.019617914433489092
CAPRIN2,0.0165837381522972,0.005798184421779989
FYB,0.0220469052047305,0.012297778149697987
TMEM215,0.0078954525881537,0.002532102031799762
PLK4,0.0125330096367643,0.025180441007223046
ARX,0.0047947941615818,0.0047732137838197705
EVI5L,0.0082953228170455,0.00399327023750338
APTX,0.0056291986446853,0.004742480586099497
LAMA4,0.0424755089617538,0.02353236641849636
GALNT8,0.017553033628503,0.00864150911740234
CFAP221,0.0156360336137181,0.0060971989540349325
BCOR,0.0409298858396908,0.022555516511048528
SIGLEC12,0.0263586185076564,0.010940620961123176
CLIP2,0.0213575610266578,0.019374744600622978
FAM129A,0.0239690318096396,0.007863548202592436
HPSE2,0.0162585412111693,0.0074311323224737855
SULT1C4,0.0080241501703399,0.005014051185686374
ZMAT1,0.0176226662642016,0.0059146926106315055
GRHL3,0.0118251396595392,0.006789296755497004
TCF12,0.0152035223407183,0.02104492614710865
ZW10,0.0102972625104297,0.01594758733994049
AP2A2,0.0090960621327532,0.03782888222273137
ACTL8,0.0124673998572619,0.029568037881622596
LPCAT4,0.0049353910575176,0.006920635731277146
ERBB3,0.0376157961288421,0.03716800649505194
PRUNE2,0.0536351222505923,0.018906562007143933
P2RX2,0.0097018863991562,0.007224845514641752
MAGI1,0.0313771430479017,0.02490418582874755
PAG1,0.0083158549082714,0.017282527340258043
C2CD5,0.0171383790440976,0.0076109646429609636
KLHL6,0.0182345891966935,0.006509697100567375
TOM1,0.009615391562554,0.008232591948725157
UNC13D,0.0149194985336616,0.007143939887280699
TRPC4AP,0.012376203347535,0.010541362526018396
NOTCH3,0.0399491472266693,0.03646046740202672
MYF5,0.0162434955429491,0.00844367435007002
CCDC138,0.0120250309894169,0.004582721112934476
HIST1H2AJ,0.0022253292794406,0.018219076853517233
TMED4,0.0018091766940053,0.0033355856829440523
RIPK1,0.0115755602270967,0.026265486495193224
CRB2,0.0147991328655736,0.014214579344874056
WBP2,0.0039995655669266,0.010538385741554294
SLC44A3,0.0096436154377604,0.00695681294467705
COL22A1,0.0793640229522946,0.03376968533341838
PIEZO2,0.0198135005498551,0.007546317965040124
CXorf22,0.0360232607899889,0.011216954551282115
FAM135A,0.0162323838327634,0.006723276758511852
GATA3,0.0485691638974684,0.037164610709305886
LRP5,0.0295115301696327,0.03171780817998494
LGSN,0.0183010058317352,0.008691137092719237
FAM227B,0.0109782742121559,0.003535449343398484
KIAA0319,0.0250063075344105,0.009247411383425136
KLHL31,0.0123253973904918,0.005394468832443741
ZNF91,0.017234899174361,0.00861612444854236
CREB3L3,0.0134462401855985,0.00900248846708214
WFIKKN2,0.0126525010071494,0.009503126765632117
PRDM14,0.0214887780561934,0.010347207986620168
KRTAP19-6,0.0047648229717219,0.002522149232027659
MTMR14,0.0102358304798682,0.007938641527350883
CHRD,0.02096714985649,0.014866437194928212
ZNF569,0.023640954145732,0.008883254502954656
CYP2C8,0.0121773429997806,0.018450206568987423
CPOX,0.0058792655037108,0.006825798099787948
ZNF34,0.0096015670371503,0.005109686499721336
LPAR2,0.004312549366387,0.006013209662725623
COL4A5,0.0555765167958248,0.033486165851324926
TXNDC15,0.005496235474604,0.006426982644929851
CCDC120,0.0107293909557307,0.00728779425131754
CAPN7,0.0098141216617663,0.006419824365870214
MAD1L1,0.0163963242589123,0.01815315321694726
CSAD,0.0098668296644727,0.005138848600133098
RHOG,0.0028052441325858,0.024098499947643244
MGAM,0.0459080430752616,0.02344164434081636
GRN,0.0104210389228419,0.016122749370411957
VRTN,0.020965177406932,0.007041128871552976
RNF125,0.0037564103376216,0.0037281155963676286
DUSP22,0.0111198757286509,0.009969995254870004
DTWD1,0.0033442153227614,0.0014073316970525964
RPTOR,0.0225339732787592,0.03056213851650395
SCN4A,0.045389443006711,0.028961272905416155
FADS6,0.0064155247750818,0.002057388093394809
RBM20,0.0053795479987719,0.0024079701265217737
VEZF1,0.0089094851627401,0.004003276792589287
TMEM140,0.0029198806794704,0.0012214466672999505
GK3P,0.0003680918258511,0.0014226108025593306
DAP3,0.0103164444538211,0.014957027475218147
DLG1,0.0151318377162901,0.044515861921084796
MORC4,0.0151141621416663,0.005810230328776014
RPIA,0.0069213277398983,0.00904529042004294
LRRC30,0.0142262850274917,0.010340192617539323
TMEM203,0.0021099846464534,0.004143622711228344
OAT,0.002528260682593,0.005090744224917517
EPHA1,0.0226904833417109,0.01869128684886956
SRFBP1,0.0059969306432871,0.0036358559343207383
AK9,0.0207876675070291,0.016770887162823933
OR5W2,0.0240076181166628,0.013431402321029406
TOX2,0.0191230248290725,0.008932652615081308
SCNN1B,0.0149987327450683,0.014340608194982271
PRKCQ,0.020456040698429,0.029903965586349012
TBX22,0.0245439847074775,0.010322244471839374
LPAR4,0.0189763203916374,0.009645110866082926
HLA-DOB,0.0043790309915994,0.0036299208261591134
PLSCR1,0.0047958005347987,0.009827973541499975
MAP3K15,0.0171665835699355,0.010493433124663228
IQCE,0.0129730637245431,0.01004282275502101
RBBP8,0.01231584370409,0.01951162829005011
PNPLA3,0.0086993861694259,0.008240881793888582
MPND,0.0058038610319495,0.019359022205327165
TMCC1,0.013612810179148,0.005809735747682634
GHR,0.0204886025238445,0.011078897652503923
AEN,0.004335258119227,0.003179893386813646
ZCCHC12,0.0121202731548892,0.004472019578655978
BEND4,0.0126229343710179,0.003965803362373102
COL1A1,0.0358200262587779,0.031245483750426857
CASR,0.0404744882343618,0.019390492629716295
ACOT12,0.0119707106425469,0.006069238648015101
CBLB,0.0255631247478894,0.018622996051342842
PAPD7,0.0111649714229227,0.010661818651219008
KIAA1549L,0.0345844815291,0.011181753439052505
IL18R1,0.0143092151832682,0.007164551627789005
MVK,0.0048377746703209,0.0044307783221184975
ATP12A,0.0291865424350343,0.018463630862338556
MAN2B2,0.0153540496384048,0.010711092781929879
CD1A,0.0193834938446605,0.008202711597883917
CCDC158,0.0198471607445707,0.009139331768579975
TRAK1,0.0168241334286905,0.0137256853018708
UNC5A,0.0171179277820557,0.013256562000239513
MYO19,0.0138131895767448,0.024998891824832302
NPHP3,0.0185328452931392,0.01443458727839711
ERAS,0.0041760068323357,0.012414959547501984
INADL,0.0332619937021126,0.044430760424332034
SEPT14,0.0111524874905358,0.005163656676472783
DYRK1A,0.0177383788688543,0.03882095656589031
