,RawScore,MutRate,ScoreAfterNP,Predicted by MutNet,Predicted by MutRate,Predicted by ActiveDriver,Predicted by MutSigCV,Predicted by MuSiC,Predicted by OncodriveCLUST,Predicted by OncodriveFM,Predicted by OncodriveFML,Predicted by TUSON,Predicted by 2020+,Predicted by EMOGI,Predicted by HotNet,Predicted by OMEN,Collect by Cancer Gene Cosmic,Collect by OncoKB,Collect by Cancer Gene (q<0.25),Collect by KEGG cancer pathway,Community
ALMS1,0.0619855009265918,0.027665487620010105,0.02773007977691718,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,7
KIF14,0.02334166854449779,0.010611419909044972,0.12612096917539706,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7
VPS13D,0.06172424261288384,0.02867609903991915,0.02557840592718965,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7
MYH2,0.05871709369642303,0.026149570490146542,0.03672002229055486,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,7
MYH10,0.03212603907231574,0.014148559878726631,0.05045072689752706,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,7
MYO5B,0.031168334448077407,0.014527539161192522,0.03433326714018346,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7
MYO16,0.05175860543771898,0.02425467407781708,0.032062718703971864,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7
OBSCN,0.11199976368209123,0.05128852956038403,0.051395091414074064,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7
SPEG,0.04986246103539855,0.023244062657908036,0.02850829290908475,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,7
KIF6,0.02426509727918386,0.010990399191510864,0.02527936185513064,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7
IQGAP3,0.031005162544443344,0.014148559878726631,0.035138266947888235,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7
DYNC1H1,0.06216271616198354,0.027160181910055585,0.052242940893619305,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,7
MYH9,0.04493819419477029,0.019959575543203642,0.06378335213314777,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,False,7
MYH8,0.0626469806841627,0.029307731177362305,0.041549306232510116,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,7
MYH15,0.044536890190174525,0.020591207680646796,0.026110664185249526,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,7
IQGAP2,0.028768359609441643,0.013516927741283477,0.034856283806377106,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7
KIF20B,0.02618863825286999,0.011748357756442649,0.026540517570506454,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7
CDK5RAP2,0.02311617338446624,0.010358767054067712,0.022450546427096308,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,7
KIF2B,0.05899322912089105,0.02652854977261243,0.0331943325496954,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7
KIF21A,0.03335153813441658,0.014906518443658413,0.023761623976414004,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,7
ASPM,0.06689115484492145,0.03183425972713492,0.049042502414118304,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,7
CKAP5,0.024096979812062196,0.010611419909044972,0.03459508125606822,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7
PCNT,0.050835368621446816,0.02248610409297625,0.03179416708382358,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,7
IQGAP1,0.025932109399121075,0.011622031328954016,0.057076473189118786,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,7
MYO5C,0.0261009095725346,0.011874684183931278,0.03156979522718521,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7
COL7A1,0.06218874202057039,0.02791814047498737,0.03604133671901022,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8
TENM4,0.05772155098052606,0.02652854977261243,0.03395965713208117,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8
COL11A2,0.036549436585238716,0.016422435573521982,0.022548322709830083,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8
KSR2,0.03676245533223766,0.01654876200101061,0.028377925423032763,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,8
LAMA3,0.06126658654147212,0.027286508337544216,0.04221851264985965,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,8
COL6A2,0.03210685939261273,0.014148559878726631,0.022698976618740072,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8
LRP6,0.03366440978724913,0.014780192016169784,0.032845556573647225,True,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,8
LRP5,0.029511530169632736,0.013137948458817585,0.03171780817998494,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,8
COL9A1,0.02991525500535283,0.013390601313794845,0.023534088644805738,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8
TLR4,0.050748297088767394,0.02299140980293077,0.05194896627551299,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,8
LAMA5,0.04678398140089565,0.02084386053562405,0.03716333805021252,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,8
APOB,0.15366137427197038,0.0684689236988378,0.07932651887163031,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8
AGRN,0.02363312626482049,0.010611419909044972,0.053737981752413976,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8
NID1,0.03579808491891528,0.01629610914603335,0.025105571287021733,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,8
ITGAM,0.03149950142520029,0.014148559878726631,0.025991970186672986,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,8
FGA,0.03496037938102984,0.015159171298635674,0.033144741621740574,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8
A2M,0.038679350251193866,0.017559373420919656,0.03128475239972,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,8
SORL1,0.041761132791149735,0.019201616978271854,0.02697494329293706,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,8
COL6A3,0.10203612535580063,0.04509853461344114,0.04101950781884699,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8
NID2,0.03979706787248046,0.017812026275896918,0.025103179435642085,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,8
TG,0.07807558944439368,0.03625568468923699,0.02976538103771668,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,8
COL11A1,0.09814806596423854,0.04446690247599798,0.04287880209587999,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,8
TLL1,0.043667777866854114,0.019833249115715008,0.02261674729578604,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8
COL3A1,0.054297690113509316,0.024759979787771603,0.03182841266649808,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,8
FBN2,0.08813484969040614,0.040045477513895915,0.040363520328766535,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,8
ROR2,0.02798310515445272,0.0123799898938858,0.023051776221039332,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8
F8,0.049975898263151616,0.02223345123799899,0.030981147996222917,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,8
F5,0.049518393425519586,0.02210712481051036,0.0255816104876188,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,8
HGF,0.03758971157763729,0.016422435573521982,0.0281377777204971,True,True,False,True,True,False,True,False,True,False,True,True,False,False,True,False,True,8
COL4A5,0.055576516795824885,0.02463365336028297,0.033486165851324926,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,8
TNN,0.060409422176299965,0.027412834765032843,0.038079129631483334,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8
LAMA2,0.08669527158985643,0.03852956038403234,0.0417182637705438,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,8
CPS1,0.057347440766721235,0.02602324406265791,0.02536738971145128,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,8
GPC5,0.03309189041144988,0.014653865588681153,0.0280910062118444,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,8
COL4A4,0.04980196422911798,0.02210712481051036,0.03082145745989675,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,8
HMCN1,0.14931492387649153,0.06859525012632643,0.05718801275646895,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,8
TENM3,0.057589771849559476,0.02678120262758969,0.03429192966188425,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8
LRP1,0.08202690323015475,0.03663466397170288,0.05292447006962124,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,8
LAMA1,0.0894205644493893,0.03979282465891865,0.04552531442907208,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,8
COL2A1,0.029225822506200018,0.013390601313794845,0.02291767887257037,True,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,8
COL4A2,0.032019106606029774,0.014401212733703891,0.02990945657593475,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,8
ACAN,0.05002583820530231,0.02248610409297625,0.031051844260422682,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8
COL14A1,0.05629862350551027,0.025391611925214757,0.028912947438892125,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,8
LAMC1,0.031697591144816135,0.013769580596260735,0.03038756481221669,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,8
COL22A1,0.07936402295229461,0.03600303183425973,0.033769685333418384,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8
STAB2,0.0725616072832344,0.032844871147043965,0.029924476987905683,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8
GPR112,0.0847000345085609,0.039287518948964116,0.02870869157633172,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8
LAMA4,0.04247550896175383,0.01869631126831733,0.023532366418496358,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,8
TNR,0.06951949904883778,0.031328954017180395,0.04248026383804536,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8
COL15A1,0.04244497049494262,0.019327943405760484,0.02364670019949811,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8
COL4A6,0.04068889019362767,0.01793835270338555,0.026136693312646404,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8
PTPRZ1,0.059878326128608515,0.02652854977261243,0.02992136587392865,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8
PLXNB2,0.039107409644065824,0.017812026275896918,0.02667025184438621,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,8
IGF2R,0.03352934978984497,0.015032844871147043,0.02277732034177505,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8
LAMC3,0.037001496059861486,0.016422435573521982,0.02653836258551434,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,8
COL5A2,0.045537461826494534,0.02084386053562405,0.02653043058594964,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,8
COL1A2,0.0567520414592767,0.025391611925214757,0.03243308623284575,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8
MUSK,0.024808621284862813,0.011243052046488126,0.02460919027635342,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8
FBN3,0.06653019095853333,0.030192016169782718,0.02909715655017498,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8
ITGB4,0.03286138494588881,0.014653865588681153,0.029428698575519226,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8
TNC,0.04889563331176327,0.021854471955533097,0.0397304706183937,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,8
LRP2,0.12261857048120454,0.0557099545224861,0.06326486933441837,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,8
LAMB1,0.03896235157366352,0.016927741283476502,0.029956381925450293,True,True,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True,8
ITGA4,0.03247732297257137,0.014274886306215259,0.025967100518253773,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,8
TLN1,0.035270355224454604,0.015285497726124303,0.03835428301096666,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,8
COL1A1,0.03582002625877792,0.015790803436078832,0.031245483750426857,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,8
COL4A1,0.043825066527137926,0.019580596260737743,0.031530800856316286,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,8
LRP1B,0.23105527006314386,0.1064931783729156,0.0846967218020934,True,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,8
COL12A1,0.06447324499358792,0.029055078322385044,0.030496012292685733,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,8
RELN,0.10724268750004708,0.04863567458312279,0.03763241564796714,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,8
COL5A3,0.05222754174066827,0.023623041940373925,0.02370088083019496,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8
HSPG2,0.06259461199064972,0.027665487620010105,0.05448601554921659,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,8
NCAN,0.03579771312531736,0.01591712986356746,0.025786987394317645,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8
TENM1,0.08948702129356648,0.04143506821627085,0.0433890300768328,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8
PXDN,0.05592198735969468,0.024759979787771603,0.024486178650411118,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,8
VWF,0.050427809940164055,0.021980798383021728,0.03778673594459765,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8
PLG,0.028621401098396657,0.01263264274886306,0.025071661041279683,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8
LAMB2,0.027370783450841908,0.011874684183931278,0.022590772200375427,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,8
EGFLAM,0.0352898623474797,0.01654876200101061,0.0292015471881242,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8
FN1,0.0453943053898296,0.020591207680646796,0.07217061473659843,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,8
COL6A6,0.07043931295294233,0.03183425972713492,0.03096407504410168,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8
C3,0.04364687545589863,0.019075290550783226,0.034380315269683645,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,8
LTBP1,0.04715027004518818,0.021222839818089943,0.027004468925478038,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,8
EYS,0.04219501566868406,0.018948964123294592,0.03378414920214571,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,8
BCAN,0.0287949367906891,0.01263264274886306,0.02429442669419153,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8
FBN1,0.060169656418591184,0.027160181910055585,0.03534734384949928,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,8
VCAN,0.07978958661105902,0.035497726124305205,0.04297649693553467,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8
COL5A1,0.06526073740748763,0.029434057604850936,0.03523048471391496,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,8
COL19A1,0.049794117787123865,0.02248610409297625,0.024168160107598625,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8
MIA3,0.03131745843489229,0.013769580596260735,0.022543000965877285,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,8
ITGA8,0.04414382877442274,0.019580596260737743,0.02609268364084188,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,8
TENM2,0.06145651648259622,0.028297119757453262,0.04001909521558017,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,8
NF1,0.08511660903891964,0.03650833754421425,0.04088651252359338,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,8
THBS1,0.0257011520993281,0.010990399191510864,0.029281287002817014,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,8
