,RawScore,MutRate,ScoreAfterNP,Predicted by MutNet,Predicted by MutRate,Predicted by ActiveDriver,Predicted by MutSigCV,Predicted by MuSiC,Predicted by OncodriveCLUST,Predicted by OncodriveFM,Predicted by OncodriveFML,Predicted by TUSON,Predicted by 2020+,Predicted by EMOGI,Predicted by HotNet,Predicted by OMEN,Collect by Cancer Gene Cosmic,Collect by OncoKB,Collect by Cancer Gene (q<0.25),Collect by KEGG cancer pathway,Community
PDGFRA,0.04209604232996717,0.018569984840828703,0.026109569236656142,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,False,True,3
INSRR,0.032430629355231166,0.014780192016169784,0.023188107140527485,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
ABL2,0.024844936362057524,0.010990399191510864,0.02920745247345138,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,3
ROBO1,0.047825242304426266,0.0214754926730672,0.03571823129913794,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,3
EPHA5,0.05052554703479263,0.022738756947953517,0.026322051973410504,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,3
PAK7,0.03479309781976212,0.01654876200101061,0.02670847337484442,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
ROBO2,0.04898486241183592,0.02223345123799899,0.03357084142298713,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,3
ERBB3,0.037615796128842194,0.016422435573521982,0.03716800649505194,True,True,False,True,True,False,True,False,True,True,True,False,False,True,True,True,False,3
PLXNA4,0.07430265401109132,0.033855482566953005,0.03985522285933424,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,3
DSCAML1,0.057103541218132985,0.025517938352703384,0.026179372147391317,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
PLEKHG4B,0.02943847709270976,0.013264274886306215,0.029675495433942826,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
EGF,0.024331417116273242,0.010611419909044972,0.046832591761825984,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
PREX1,0.0407515584165263,0.018443658413340072,0.029180998097588944,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3
DOCK5,0.032372306145638984,0.014274886306215259,0.02461715034935013,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,3
ARHGAP32,0.030281946780807138,0.013643254168772108,0.02289289440777055,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,3
DOCK2,0.06958422952563477,0.030949974734714506,0.039328043436576254,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3
EPHB1,0.04610349300964427,0.020591207680646796,0.027580221354263124,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3
NTRK3,0.0390702783692661,0.017685699848408287,0.032858227469078474,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,3
RET,0.029651285607613237,0.013137948458817585,0.02337656588601504,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,3
VAV1,0.02530038501234965,0.011116725618999495,0.03596273850469872,True,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,3
EPHB2,0.029473292631547025,0.013264274886306215,0.025210856360020382,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3
DOCK10,0.04136652678079253,0.018443658413340072,0.02246130704724544,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3
DSCAM,0.08750222191490763,0.03903486609398686,0.036392041105241864,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
DOCK3,0.040982300296660924,0.01831733198585144,0.02704642840987773,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3
USH2A,0.19432089403491185,0.09209196563921172,0.09298788632963093,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,3
JAK3,0.02343432256965524,0.01048509348155634,0.024874803858603925,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,3
PIK3CA,0.228455847494587,0.09790298130368873,0.13640285895901538,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3
UTRN,0.05612236299218525,0.025391611925214757,0.03933686017477864,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,3
MST1R,0.02356507045202112,0.0107377463365336,0.03003400369103018,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
BRAF,0.1356324441333664,0.05621526023244063,0.06479239441674123,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3
ITSN2,0.0251941236970819,0.011243052046488126,0.038007062639494285,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3
PLXND1,0.030145561436578417,0.013516927741283477,0.025106650343672945,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3
PIK3R1,0.06563493232104123,0.027286508337544216,0.09384324997306663,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,3
AMPH,0.0283688731078867,0.013264274886306215,0.023413108063105818,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,3
DLC1,0.049143218084153034,0.02160181910055584,0.023065830620490283,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,3
NRG1,0.032667208451059665,0.014401212733703891,0.02729205179759556,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,3
KCNQ3,0.03351953042541221,0.015159171298635674,0.025960315197496017,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4
NUP98,0.02674738234869336,0.011495704901465387,0.04874969623711895,True,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,4
SMC1A,0.022973914119789416,0.009853461344113187,0.033536149924121794,True,True,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,4
TSC2,0.031224436652519293,0.013390601313794845,0.02501275441525038,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,4
NUP210,0.035052212326955164,0.015159171298635674,0.031093625366217712,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4
DIDO1,0.04964951850962079,0.022738756947953517,0.02900079720892426,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,4
SYNE2,0.088409984123475,0.04055078322385043,0.04989511524167463,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4
PTEN,0.10628951292324916,0.0433299646286003,0.08129969654652734,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4
TEP1,0.04437526028171795,0.0202122283981809,0.034969805459018094,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,4
TNRC6A,0.03225421004719712,0.013769580596260735,0.03084786639028752,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,4
PIK3C2B,0.027097447276405864,0.0123799898938858,0.02923510310349195,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,4
BRCA1,0.035546305184768666,0.015664477008590198,0.05705735967484995,True,True,True,False,True,False,True,False,True,True,True,True,False,True,True,True,False,4
TP53BP1,0.028842770283073405,0.012758969176351692,0.044752818411875034,True,True,True,False,False,False,True,False,False,True,True,True,False,False,True,True,False,4
FANCM,0.032358473397879686,0.014906518443658413,0.023842851494858347,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,4
SMG1,0.029629349119988706,0.013137948458817585,0.028289175606887037,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,4
KCNB2,0.053849182826559136,0.024886306215260237,0.029191953874815962,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4
NUP205,0.029334415811157075,0.012758969176351692,0.03090627613212415,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4
KCNA4,0.03231809908759601,0.014906518443658413,0.02361569697482871,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4
INPPL1,0.024024375797012568,0.0107377463365336,0.02506263771671136,True,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,4
RPTOR,0.022533973278759202,0.01010611419909045,0.03056213851650395,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,4
DOCK4,0.04118628372468706,0.019959575543203642,0.052286443609524134,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,4
DDX3X,0.030144460640598805,0.013137948458817585,0.045310904405480586,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,4
STAG2,0.041132061223121394,0.017812026275896918,0.029411058546837482,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,4
VHL,0.09490722384845346,0.03486609398686205,0.05286798170693245,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4
TNRC6C,0.023427522174667197,0.01010611419909045,0.024943711872586462,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4
HELZ2,0.034015772242213936,0.015538150581101568,0.041912359525795466,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
BRWD3,0.03820746469110276,0.017812026275896918,0.022420031728594324,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,4
TGFBR2,0.023851770064643358,0.009853461344113187,0.027615597645938364,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,4
PRKDC,0.060622668036256065,0.02791814047498737,0.05674310091038065,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,4
PSME4,0.02345618136030553,0.009979787771601821,0.04006855628534396,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4
CNOT1,0.03853972249338238,0.01705406771096513,0.027218630997767564,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,4
KEAP1,0.03836699618894973,0.01654876200101061,0.03631532446722255,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,4
KCNMA1,0.02760854505674542,0.01250631632137443,0.02722779693200884,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
PYHIN1,0.024365742006978296,0.011369378473976757,0.028288106277775026,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4
CUL7,0.02389027943233122,0.0107377463365336,0.05391478198360415,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4
TNRC6B,0.023884011435004446,0.01048509348155634,0.026406452110403995,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,4
MTOR,0.05315633142747439,0.02374936836786256,0.06033978410912625,True,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,4
PI4KA,0.026119122878943343,0.011622031328954016,0.0306299653013648,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4
KCND2,0.038197067952207946,0.017559373420919656,0.029489171356805295,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4
NLRP3,0.06063725135022972,0.02652854977261243,0.03558181784826295,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4
ATM,0.08268322919835183,0.035497726124305205,0.06144251681511712,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,4
PIK3C2G,0.03466039892949495,0.016169782718544717,0.03017277438244822,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,4
PDCD11,0.030546829775433194,0.014274886306215259,0.025926810484000896,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,4
TP63,0.0342808504791558,0.015032844871147043,0.03478860495678826,True,True,False,False,True,True,True,True,False,False,True,False,False,True,True,False,False,4
EIF4G1,0.02693868838321968,0.012001010611419907,0.030736822381386367,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,4
STAG1,0.027430860446202826,0.012001010611419907,0.023053289853282758,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,4
TP53,0.6825891257848962,0.3048256695300657,0.315175029720712,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4
AMBRA1,0.02249046778291108,0.01023244062657908,0.02610938070515615,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,4
MDN1,0.08269801985385987,0.038403233956543714,0.034985442888686914,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4
NUP160,0.0250323659305128,0.0107377463365336,0.03187480350888742,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4
PIK3CG,0.04742036497966709,0.022359777665487617,0.04118148538725746,True,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,4
NUP155,0.023074346632475644,0.009853461344113187,0.03312807878729242,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
DDX60,0.025091044433795062,0.012001010611419907,0.022668438477930982,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
XRN1,0.0258691602780319,0.011495704901465387,0.031488463475969605,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4
KCNB1,0.029215422353488608,0.013264274886306215,0.02476649678954389,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4
DICER1,0.03223718635146825,0.014401212733703891,0.031127719632004818,True,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,False,4
KCNQ5,0.030391364380588683,0.013769580596260735,0.02584988099116642,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,4
CASP8,0.027551217097080537,0.011748357756442649,0.030417212516752036,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,4
NUP188,0.024747840658037642,0.0107377463365336,0.027925265455166208,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
RICTOR,0.0264797665173645,0.011748357756442649,0.02245271441373944,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,4
NFE2L2,0.03342111722084988,0.014148559878726631,0.028181115677648007,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4
WDR17,0.030590882860897336,0.014780192016169784,0.02435908754989612,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4
PPP2R1A,0.025509514948131175,0.01048509348155634,0.06700593632061541,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,4
MDC1,0.029895577563600787,0.013390601313794845,0.034766517474193785,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,4
WDR33,0.02341884378187384,0.010611419909044972,0.02361925254115373,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4
MKI67,0.0543981942126047,0.025265285497726126,0.04506631452374027,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,4
NUP214,0.02823883291270188,0.01212733703890854,0.03227870217517155,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,4
BLM,0.0243915112671898,0.010611419909044972,0.032181124117197236,True,True,True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,4
HERC2,0.05423593051847583,0.02425467407781708,0.047319140568733695,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4
BRCA2,0.0551141591496653,0.02438100050530571,0.044777989553067166,True,True,False,True,True,False,False,False,True,True,True,False,False,True,True,True,True,4
GCN1L1,0.0350177932058663,0.016169782718544717,0.029973101272137943,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4
TPR,0.04105294362054526,0.01793835270338555,0.04406003636897688,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,4
SYNE1,0.20336190397656745,0.09461849418898434,0.08399360599185275,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,4
PIK3R4,0.025066741189504627,0.010990399191510864,0.02631263610101465,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4
KCNQ2,0.02660137795380024,0.01212733703890854,0.0254437005659295,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4
ATR,0.04443806173242535,0.0202122283981809,0.04644897739507888,True,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,4
CDKN2A,0.048796719534578654,0.02084386053562405,0.04473719608778212,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4
MAGI2,0.04364602300723587,0.019706922688226373,0.028236633101223305,True,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,5
ABCA12,0.06599286027759946,0.029686710459828194,0.0256122585037674,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,5
CTNND2,0.0639564343404832,0.029813036887316825,0.031541139151205974,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,5
EPPK1,0.04607515786349736,0.02097018696311268,0.025104840344942043,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
PTPRB,0.06209225373528004,0.028044466902476,0.028577330437918456,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,5
DNAH5,0.17323215456065022,0.08135421930267812,0.06217100256138641,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
DCHS2,0.07931381596001255,0.03676099039919152,0.03379327012412232,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
DNAH8,0.10670053375323728,0.05040424456796362,0.0410099602465975,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,5
SDK1,0.07503659295237791,0.033981808994441635,0.02931714134271443,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
DNAH9,0.12199140928509268,0.0573521980798383,0.045469842559919975,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,5
RP1L1,0.06613337232966865,0.03107630116220313,0.022395914984586072,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
PTPN13,0.034507649210440056,0.015159171298635674,0.024916884884418712,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,5
APC,0.11997292102074456,0.05103587670540677,0.06604108982648442,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5
TECTA,0.0682734488071371,0.03107630116220313,0.031175189741436495,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
ABCA13,0.11372526936584895,0.05179383527033856,0.039041599792409516,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
ACACA,0.03938355633983826,0.01705406771096513,0.02369375412437397,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,5
DNAH3,0.10448762956832408,0.04863567458312279,0.04048030548248111,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
ABCA4,0.049154341323009984,0.02210712481051036,0.022976862916995643,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5
XIRP2,0.1418063957587759,0.06505811015664477,0.050368199041932,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
FRMPD2,0.023468448426724284,0.010864072764022232,0.056904653012760285,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5
CRB1,0.05786674670908055,0.026907529055078323,0.02742363317087657,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
LPHN3,0.059723559151325524,0.027665487620010105,0.02621376735194193,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
NAV3,0.08640908581515204,0.04029813036887317,0.02959149269865668,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
INADL,0.033261993702112684,0.015411824153612938,0.044430760424332034,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,5
PEG3,0.08476394993195367,0.039287518948964116,0.028154507206793293,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,5
EVPL,0.03780800647100315,0.017180394138453764,0.02720558953295211,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
ZNF536,0.09213989730136447,0.043835270338554826,0.029223869238579506,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,5
SMAD4,0.045247312078988015,0.018948964123294592,0.04997238450664759,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5
MROH2B,0.07079234009746457,0.0325922182920667,0.0224061960503035,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
CTNNB1,0.060779055092146775,0.025138959070237492,0.14784891553479276,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5
ADAMTS16,0.06374853089796549,0.028423446184941886,0.026656354374709958,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
PCLO,0.17992993067231575,0.08274381000505306,0.06400134868711288,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,5
PPFIA2,0.043700084348745546,0.019959575543203642,0.028546960449791745,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
ANKRD17,0.03807067948639086,0.017180394138453764,0.025312238177330672,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,5
BSN,0.06554112377267887,0.029560384032339567,0.02770430187538024,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
ADAMTS12,0.07966365617308338,0.035371399696816574,0.031759778917702014,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
CDH18,0.0589811112780822,0.02678120262758969,0.026603827194136433,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,5
FBXW7,0.05239462345407985,0.022359777665487617,0.04624166838748593,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,5
FAM135B,0.0873574922413676,0.040803436078827686,0.027361051779153527,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,5
SEMA5A,0.04200672743309017,0.018822637695805958,0.02540005302426579,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,5
USP34,0.04950756715216879,0.021980798383021728,0.024785326928361884,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,5
PDZD2,0.059094619724466016,0.027665487620010105,0.04425439012024699,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
BAI3,0.0783990316211346,0.03600303183425973,0.02653949300205139,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
FAT2,0.08693153409238935,0.04017180394138454,0.033891511533216345,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,5
IDH1,0.07921951091390134,0.03297119757453259,0.03596176346689535,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,5
CDH23,0.05438737434484485,0.024886306215260237,0.03441413681553308,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
SPHKAP,0.07697192310006018,0.035497726124305205,0.02467894878889999,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,5
CDH4,0.034091114203052976,0.015159171298635674,0.02544566680513828,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,5
CELSR3,0.05412930360142516,0.02425467407781708,0.026921343080282604,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
UNC13C,0.07409647097371583,0.03499242041435068,0.02795201438599193,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
FRAS1,0.07074335332181801,0.03196058615462355,0.03243785102205706,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,5
USP9X,0.03894822396890936,0.017306720565942398,0.03352512952406106,True,True,False,False,True,False,False,False,True,True,True,True,False,True,False,True,False,5
MUC4,0.06318702813503219,0.027539161192521474,0.03143819469309764,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5
RP1,0.08640020111219357,0.040045477513895915,0.037037360155048465,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,5
GPR98,0.11966872369625685,0.05520464881253158,0.042358717100799866,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
RIMS1,0.0452821723519554,0.02033855482566953,0.02480345473489904,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,5
ASXL3,0.06793468825339682,0.03170793329964629,0.023682302718620853,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,5
XDH,0.03722750075123808,0.01667508842849924,0.02291320481232611,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
NOTCH2,0.04456692516625331,0.019706922688226373,0.033947509951964515,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,True,True,5
MAP3K1,0.045299195089626786,0.018569984840828703,0.035695396524558075,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,5
ZFHX4,0.15801164648210267,0.07529055078322383,0.05020329418875977,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,5
HUWE1,0.0735105359167006,0.033855482566953005,0.054875890143727804,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5
MUC16,0.4017869437555241,0.18582617483577565,0.13562910353000354,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,5
CSMD1,0.14128857558004554,0.06670035371399696,0.04450519865691547,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,5
PKHD1L1,0.1198067463815309,0.05684689236988377,0.04487211731727463,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,5
MAP1B,0.03844542633835368,0.017433046993431026,0.023691164913413717,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,5
PKP4,0.02302003460254168,0.010358767054067712,0.03543299075593072,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
THSD7A,0.050767613755841184,0.02299140980293077,0.023174554897911592,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
MTUS2,0.050298851883320714,0.023370389085396664,0.02458442843739008,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5
CDH11,0.04074369345478175,0.018443658413340072,0.02326830925786013,True,True,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,5
UBR5,0.04617264583132079,0.021096513390601312,0.036530598486362094,True,True,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,5
HECW1,0.058130840473424726,0.0264022233451238,0.028324469893842505,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5
SACS,0.0731530182951446,0.03335017685699848,0.02421707975198753,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5
MUC2,0.04793527671944396,0.021096513390601312,0.02369119759904049,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5
TLN2,0.04676388601663841,0.021096513390601312,0.024191018324494943,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
NOTCH4,0.04518135106260288,0.019706922688226373,0.02423656667289388,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,5
NPHS1,0.03238645915564108,0.014780192016169784,0.0240937989793402,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5
DNAH1,0.052102823043940205,0.023875694795351187,0.02395460203136375,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
CTNNA3,0.03917429337199877,0.01806467913087418,0.02969108771933722,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,5
MAGI1,0.03137714304790176,0.014401212733703891,0.02490418582874755,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5
PARD3,0.027997830306400538,0.01250631632137443,0.031352443651418725,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,5
FLNC,0.06302063032987326,0.029307731177362305,0.040458146009372316,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5
MPDZ,0.033293017312733764,0.015159171298635674,0.024493877500058457,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
THSD7B,0.08205419204945205,0.036887316826680144,0.03143704116968103,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,5
PXDNL,0.07693656429604853,0.03575037897928247,0.027881874035120914,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
MACF1,0.08822245991881393,0.042066700353714,0.04599312147519559,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,5
LCT,0.058032110986721584,0.02589691763516928,0.02359671174150835,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
